content,Label Asli,Prediksi
Maaf sebenar nja sayangak pesan gocar tp datang saya ngak jadi naik,Positif,Negatif
dalam seumur hidup baru pertama kali pake gojek karena awal nya takut  dan alhamdulillah keren bgt gojek ini  jd ngga perlu khawatir klo gaada motor masi ada gojek hehe,Positif,Positif
Beberapa hari mau order selalu tidak ada driver,Negatif,Negatif
Godd,Positif,Positif
Coba deh utk dievaluasi lagi kinerja aplikasinyamulai dari maps yg kadang ga jalan padahal driver udh nyampe lokasi tapi di maps ga gerak tarif yg berbeda dari rute yg sama tiap harinya mungkin karena sistem otomatis ngambil jalur yg beda lebih jauh dari biasanya padahal driver ya lewatnya jalan yg sama tiap harinya dan yg paling cepatmohon ya tim di evaluasi lagi demi kenyamanan bersama terimakasih ,Negatif,Positif
Hallo gojek saya mau nanya nih saya punya kendala jadi dulu saya pernah daftar gojek Tapi pas setelah daftar hp saya hilang dan sayapun ga ingat nomer telephon yang baru saya beli dan saya daftarkan ke gojek Bagaimana solusinya tolong di bantu kak,Positif,Negatif
Mantap,Positif,Positif
Gooodd,Positif,Positif
Memperingkas,Positif,Positif
Akhirnya tidak merasa nyaman lagi memakai gojek program goclub yang di gadang2 lebih prioritas cepat respon jika sudah anak sultan nyatanya laporan saya sudah hampir seminggu belum mendapat titik terang,Negatif,Negatif
Layanan cukup baik,Positif,Positif
Mantap,Positif,Positif
Terima kasih,Positif,Positif
Saya kasih bintang 5 karena saya minta balikin saldo gopay saya karena top up gk masuk hingga sekarang belom masuk juga dan saya chat lagi gk di bales bales hadeh cape saya,Positif,Negatif
Sangat membantu saya pada saat butuh makanan lapar dan butuh transportasi yang cepat dan tepat waktu,Positif,Positif
mantap,Positif,Positif
bintang yg bicara ,Positif,Positif
Mantaps,Positif,Positif
Sangat membantu,Positif,Positif
Yo GK tau kok tanya saya,Positif,Negatif
Good,Positif,Positif
Kenapa gak masuk we gw nih woy ,Negatif,Negatif
The best sukses sllu,Positif,Positif
Tolong dong gojek mapsnya tuh dikasi itu warnanya kaya di google maps kalau merah itu macet yah gitu2 lah pokoknya Segitu ajasih makasihhh,Positif,Negatif
TERIMAKASIH,Positif,Positif
Joz,Positif,Positif
Juooooos,Positif,Positif
Sangat membantu,Positif,Positif
Good,Positif,Positif
Uc lyyhg,Netral,Positif
Gojek kok jadi bermasalah gini ya Saya sudah lama dapet akses untuk bisa pakai gopaylater cuma tiba2 gopaylater saya hilang dr akun saya padahal 2 agustus lalu saya baru bertransaksi untung saya bisa masuk lewat web findaya dan langsung lunasi saja takut bermasalah kedepannya dibilangnya saya punya tunggakan lagi padahal sebenarnya tidak  saya coba keluhkan kpd pihak Cs namun jawaban sangat template dan tidak membantu sama sekali SANGAT MENYESAL sekali dengan penurunan kwalitas dr gojek,Negatif,Negatif
Kak gopay saya gak bisa dipakai telepon CS gopay sibuk terus komen di aplikasi di balas sedang dalam proses penyelidikan tim gimana to,Negatif,Negatif
jangan pake gopay later biasa denda sehari cuma 2ribu tiba tiba telat sehari jadi 50ribu tanpa pemberitahuan begitu di komplain cuma jawab ini sistem dan skema baru sangat merugikan,Negatif,Negatif
Kalau limit saya ditambah lagi saya tambah juga bintang ny,Netral,Negatif
Ok,Positif,Positif
Mantap,Positif,Positif
Makasih,Positif,Positif
Ok,Positif,Positif
Praktissangat membantu,Positif,Positif
Keren,Positif,Positif
Thank,Positif,Positif
Mantap,Positif,Positif
Sangat membantu,Positif,Positif
Ok,Positif,Positif
Ok,Positif,Positif
mantap,Positif,Positif
Ngga sengaja ke update malah jadi jelek gopaylater udah 6 bulan lebih bisa dipake tiba2 bulan Agustus ga bisa dipake lagi padahal bayar tagihan ga telat,Negatif,Negatif
pake gojek supir nya ramah baik dan jalan nya juga enak,Positif,Positif
Mantap,Positif,Positif
berguna sekali ,Positif,Positif
Ok,Positif,Positif
Bagus,Positif,Positif
Tambahin fitur bisa top up gopay driver donk Biar tambah Joss,Netral,Positif
Mantap,Positif,Positif
Saya trabsfer ke rekening pake gopay ga masuk2 saldo aaya nge gantung,Negatif,Negatif
Mohon untuk memberikan banyak diskon ongkir yang tidak usah pakai minimal atau metode pembayarancukup tunai di perbanyakin diskon,Netral,Negatif
Kok tiba tiba ilang aplikasi gojek smg sih saldo msh utuh,Netral,Negatif
Baik,Positif,Positif
Tinggal di Bandung hampir sejam order gocar gojek buat ke stasiun driver ga ada yg mau ambil pesanan gegara hujan kecil malesin,Negatif,Negatif
Gak pernah dapat cashback padahal sudah klik pakai promoselalu zonk,Negatif,Negatif
Nice,Positif,Positif
Ok,Positif,Positif
Bagus banyakin promo,Positif,Positif
Bad Apaan driver gak gerak Gak bisa chat driver,Negatif,Negatif
ini kenapa apk nya sekarang bermasalah bingung padahal udh di unistall dan install lagi tapi tetap aja ke gitukatanya server kami padat merayap tolong dong di perbaiki,Netral,Negatif
Sangat bagus,Positif,Positif
Ga bs di update aplikasi nya huuuft,Negatif,Negatif
Good,Positif,Positif
Tiap sebentar disuruh updatebikin ribet Pindah ke aplikasi sebelah aja,Negatif,Negatif
Sistemnya diubah punya gopay coin tdk bisa di pakai waktu beli pulsa di app gojek nya harusnya bisa di pakai,Negatif,Negatif
Baik,Positif,Positif
Saya tangan sakit gak bisa naik motor gas Jadi terpaksa pakai gojek food pesen makan Mantul harga bersaing harga Kalimantan Selatan walau tergolong mahal sekali makan total sama ongkir 50 ribu udh lumayan wajar ini di Kalimantan,Positif,Negatif
Ophk,Positif,Positif
ANEH APLIKASI ORDER BERKALI KALI DI SURU COBA LAGI MULUHADREUH GAK NIAT JUALAN KALI NIH SEMUANYA KECEWA LAH,Negatif,Negatif
Membantu masyarakat yang membutuhkan,Positif,Positif
Drivernya rata sopan dan baik,Positif,Positif
Ok tingkatkan terus,Positif,Positif
Belagu  Ngak custamer ngak driver di bikin sulit,Negatif,Negatif
Gd cabang dikota w,Positif,Negatif
Hebattttttttttttt,Positif,Positif
Sering beliin pacar makanan tapi dari bulan lalu gak bisa terus garagara lokasi padahal lokasi nya sudah di sesuaikan dengan rumah pacar ini kenapa ya,Negatif,Negatif
Driver keseringan Tdk ada kembalian,Positif,Negatif
Min yg misi akun jago 100 ribu kok belum masuk yah sampe sekarang padahal uda selesai semuanya,Negatif,Negatif
gojek makin bagus,Positif,Positif
Top banget,Positif,Positif
Sangat baik ,Positif,Positif
Sangat membantu buat yg mau makan malas keluar rumah,Positif,Positif
Mantap,Positif,Positif
Keren,Positif,Positif
Bgus,Positif,Positif
Aplikasi sangat membantu,Positif,Positif
Mantap gopay,Positif,Positif
Pelayanan bagus,Positif,Positif
Baguss banget aplikasi nya,Positif,Positif
Pokoke mentri pendidikan oke,Positif,Positif
APLIKASI SANGAT MEMBANTU KERENNNN,Positif,Positif
Ongkosnya lumayan murahsaya suka aplikasi ini,Positif,Positif
Mudah murah aman dan bisa dimana saja,Positif,Positif
Bujang,Negatif,Positif
Senang dngn layanan nytp promo utkmotor ny di ada kan lg ok mkshtingkat kan lg yg membuat pelanggan senang,Positif,Positif
Pqonya best dech,Positif,Positif
halo gojek saya ko kecewa ya terus aja inbok dari pindaya berhamburan tp pas di daptarin di tolak terus dasar php,Negatif,Negatif
Nomor hp saya yang terdaftar dan sudah terverifikasi di akun gopay hilangapakah saya bisa mendapatkan kembali akun itu,Netral,Negatif
Program Gojeg sdh okey hingga memudahkan aktivitas ssys,Positif,Positif
paylater kenapa dibekukan min ,Negatif,Negatif
Kerja Bagus,Positif,Positif
Terima kasih sudah di respon semoga ada peningkatan kedepannya promonya di tambahin free ongkir nya juga tolong di adakan lagi susah banget kalo belanja tanpa promo,Positif,Positif
Disc untuk pengguna lama,Positif,Positif
Mantap,Positif,Positif
Oke,Positif,Positif
Sangat buruk Tiap kali mau pakai mesti restart hp dulu Tiap buka mesti katanya internet mati,Negatif,Negatif
Sangat bermanfaat dan sangat membantu sekali,Positif,Positif
Luar biasa service na,Positif,Positif
pelit pocer skrng,Positif,Negatif
Ongkir kemahalanbanyakin voucher dongmahalmahal,Positif,Negatif
ramah,Positif,Positif
Ok,Positif,Positif
Kenapa gapay saya berkurang ya tadinya 100dipake 53ko tinggal 20ribu tolong,Positif,Positif
Saya edit penilaian nya ya sebagai pengguna aktif gojek dan fitur di dlm nya termasuk gopay ko belakangan jadi kurang ok ya seperti sulit mendapatkan pesanan nya jadi tidak bisa memesankan gojek  gocar buat orang lain Mohon diperhatikan dan perbaiki ya Terima kasih,Netral,Positif
Tepat di saat kita membutuhkan,Positif,Positif
enak mudah gampang,Positif,Positif
Hai PT KAB Saya merasa dirampok oleh kamu Saya kecewa dengan produk gopay Saya mengisi bni tapcash 100 rb saldo gopay hilang bni tapcash tidak ada yang masuk saya sudah update tapi tetap tidak ada yang masuk saldo Terimakasih gopay yang sudah mempermalukan saya di tempat teransaksi Dan saran saya kepada semua pengguna gopay hati2 transaksi pembayaran melalui gopay ke bni tapcash Jangan sampai mengalami kejadian yang memalukan ditempat teransaksi seperti saya,Negatif,Negatif
Gojek sekarang biaya ongkirnya ga ngotak njir Bisa 24 kali lipat harga makanan,Negatif,Negatif
Paling malas kek gini lagi kasus gw asal ditutup aja njg,Negatif,Negatif
Sangat bagus,Positif,Positif
Ga bisa login  Padal ada saldonya Lemot amat apk,Negatif,Negatif
Membantu dan memudahkan,Positif,Positif
Sering pakai tapi lemmooot banget loading aja nunggu sampe puluhan menit Padahal apk sdh di update,Negatif,Negatif
1 jam lebih tidak menemukan driver padahal cuaca cerah keburu kelaperaaan,Negatif,Negatif
Bagus,Positif,Positif
Martabak nya enak rasanya pas gurih dan pengantaran tepat waktu cepat sesuai lokasi ,Positif,Positif
Nice Goodjob,Positif,Positif
Bagus,Positif,Positif
Aplikasi kotor semakin lama semakin mahal beda sama sebelahdan promo sudah tidak ad lagibagus beralih ke shope food,Negatif,Negatif
Aman dan terpercaya buat keluarga saya,Positif,Positif
Jelek banget aplikasi nya skrg masa pesan gofood pke ada biaya aplikasi dan yg lain juga ada biaya tambahan buat gocar gojek Aneeehhh Kita pakai aplikasi biar dipermudah dan hemat malah bengkak biayanya pke aplikasi ini skrg malah naik mulu harga perjalanannya,Negatif,Negatif
Membantu,Positif,Positif
Saya tidak bisa menggunakan transfer ke gopay teman syparah banget padahal kami pengguna gojek sudah nyamankok bisa akun yg ad saldo nya di blokir tiba gak jelas udh berapa bulan,Negatif,Negatif
Kalau emang ga ada driver jgn trima order go food Sy udah nunggu set jam Trus ujung2 nya ga ada driver Laper woi Bintang ini akan sy ubah jika kinerja nya diperbaiki Makasi,Negatif,Negatif
 tolong dong di atur sistem nya Saya sdah top up saldo Tapi tidak bisa untuk transaksi saldo GOPAY nya Semua gak bisa Padahal sudah upgrade GOPAY plus Tnya di pusat bantuan tapi tidak sesuai jawaban nya,Negatif,Negatif
Sangat membantu,Positif,Positif
Bagus,Positif,Positif
Baik,Positif,Positif
Saya peguna aplikasi gojek Tapi setiap sya pesan dpt driver bajunya dekil kotor dan motor nya juga kuarang terawat jadi kurang nyaman untuk di naikimungkin tidak semua nya seperti itu,Positif,Negatif
Mantap pokoe,Positif,Positif
Tiap hari pake jasa gojeksejauh ini oksukses trs gojek,Positif,Negatif
Oke bagus Lancar terus yaa gojek yang terbaik,Positif,Positif
sangat puas merasa lebih cpt,Positif,Positif
mapnya kadang nyesatin kasian abang nya,Positif,Positif
sangat membantu,Positif,Positif
Gojek of the best,Positif,Positif
Mau pesen goride mahal minta ampun Skrg minim 11 ribu Mending pindah maxim,Negatif,Negatif
Mantuulll Promo nya,Positif,Positif
Bagus lah udh kagak down lagi Kemarin kemarin pesen aja nunggu hampir 30 menit kagak dapat dpat Drvernya tiba tiba hilang di map semuanya Sekarang dah normal,Positif,Negatif
Mantap,Positif,Positif
Dulu bagus semua transaksi aman dan lancar tidak terbengkalai macam sekarangsaya sendiri sudah kehillang saldo disinigopaydan sampai sekarang belum kembali,Negatif,Negatif
Mantap,Positif,Positif
Waktu itu aku mau ke tempat latihan pake gojek supir nya ngajak ngobrol terus juga seru dehh dan juga aman  mantabb,Positif,Positif
Gapernah kecewa kalo pake gojek TOP,Positif,Positif
Laporan Sy 98715781 Lama bgt g ad solusi Dr Desember 2021 gopayltr sy d block katanya ada kegiatan g wajar di akunmu pdhl sblmnya2 pke gpyltr baik2 aja g prnh nunggak Tlg aktfkan lg pls Krn sejak d blok Jd mager pk pmbyrn gopay Krn ribet isi saldo trs bolakbalik m banking Trims,Negatif,Negatif
Wau,Positif,Positif
Bagus,Positif,Positif
Bagus,Positif,Positif
Bagusss bettt ni aplikasi gw kgk bisa masak langsung gojek Beuhhh enakkkk cocok banget yg buat ngekos,Positif,Positif
Kalo pake gocar selalu pada ngambil dua pelanggan bukannya satu2 dulu yg di kerjain,Negatif,Negatif
Untuk CS gojek jgn untung sebelah pihak aja dong Kasihan buat peguna ataupun buat drivernya Anda enak duduk manis depan monitor yg ber AC TPI GK mentingin yg mencari rezeki di lapangan,Negatif,Negatif
Update mulu setiap hari,Negatif,Negatif
Sangat membantu,Positif,Positif
Terbaikkkkk,Positif,Positif
Apapun dalam genggaman,Positif,Positif
Bagus,Positif,Positif
Ok,Positif,Positif
Good,Positif,Positif
good,Positif,Positif
Sangat membantu,Positif,Positif
Bagus dan berguna bgt ini apk promonya juga banyak bgt Top pokoknya,Positif,Positif
Mudahcepat dan harga bersaing,Positif,Positif
Catet tanggal sekarang dan jam sekarang driver mengcancel bahkan driver yg kedua memaki saya seperti orang yang tidak butuh uang mungkin driver gojek udah kaya raya kali ya Maju terus deh pelayanan karya anak bangsa gw bingung mau report driver yg mana ga punya sopan santun emang driver cuma dia doang apa,Negatif,Negatif
tetmakasih atas pelayananya yg ramah dan santun,Positif,Positif
Go car Mantap driver ramah layanan bagus,Positif,Positif
Ok,Positif,Positif
Ok banget,Positif,Positif
Memudahkan rakyat kecil,Positif,Positif
Terus amanah ya ,Positif,Positif
Hanya bisa pakai 1 promo padahal sebelumnya bisa,Netral,Negatif
bahasanya mudah dipahami,Positif,Positif
bagus,Positif,Positif
Kenapa skrg buka aplikasinya loading skli,Negatif,Negatif
Gojek nya jelek karena aku belom download ,Negatif,Negatif
nice,Positif,Positif
Gojeg sngat membantu aktifitas say ,Positif,Positif
Mind saham ku gmn mind kok belom cair,Positif,Negatif
PELAYANAN GOBOX TERBAIK BEDA DGN LWT FB,Positif,Negatif
Goods recommended,Positif,Positif
Biasa aj sii,Netral,Positif
Mantap,Positif,Positif
Good,Positif,Positif
Aplikasi sangat baik dan sangat memudahkan kalo mau kmn,Positif,Positif
Keren,Positif,Positif
Oke,Positif,Positif
Service nya cepat dan bagus harga terjangkau,Positif,Positif
jelek bau got gojek,Negatif,Negatif
Semakin bagus sekarang,Positif,Positif
Baik dan ramah driver nya,Positif,Positif
Mantap,Positif,Positif
sya sangat suka sama gojek ini tapi ketika hujan tidak ada yg menerima padhal saya sudah pesen gocar buat sekolah,Netral,Negatif
sebenarnya aplikasi nya udah bagus cuman kenapa yaa pas saya masukkan kode voucher dan udh ada tulisan berhasil menggunakan voucher nya tapi voucher nya gk muncul aplikasi juga udh saya update tolong lebih di perhatikan yaa,Negatif,Negatif
Mantap aplikasi nya,Positif,Positif
gara gara driver alay tdk profesional jd kesel pakr gojek,Netral,Negatif
Cukup,Positif,Positif
Semoga barokah buat kita semua aamin,Positif,Positif
Membantu kemudahan,Positif,Positif
Mantap apalagi klo di banyakin promonya makin mantap,Positif,Positif
Bagus Sering ada promo jadi lebih hemat,Positif,Positif
Lagi urgent mau tf ke bank mandiri malah gangguan,Negatif,Negatif
Mempermudah segala urusan tanpa perlu berlama lama Dan cepat,Positif,Positif
Alhamdulillah gojek sangat amanah dan sangat membantu trimakasih gojek ,Positif,Positif
Hei gojek Aplikasimu ini knapa sih Dikit2 out2 sendiri terus Capek tau buka lagi buka lagi trus nunggu loading Udah bbrp hari gn trs,Negatif,Negatif
Ok,Positif,Positif
Gopay letter nya gak bisa cairrrrr susaaaahh bgt malesss padahal sering belanja dan transaksi,Negatif,Negatif
Klu lagi males keluar enak buat mesen makanan,Positif,Negatif
Aplikasi sangat membantu,Positif,Positif
Mahal kali ongkira,Negatif,Negatif
Bagus suka bangat,Positif,Positif
Good,Positif,Positif
Aku gak pernah dapat vocher gojek lagi ,Negatif,Negatif
Reperensi,Positif,Positif
Lokasi penjemputan dan pengiriman tidak bisa di update dg benar,Netral,Negatif
Sering error,Negatif,Negatif
Bertahun2 pake gojek alhmdulillah puas banget ,Positif,Positif
Good good but Gk prnh dpt promo goride cmn dpt promo gofood itupun cmn 3x SBL SBL SBL sedih banget loh,Positif,Positif
oke,Positif,Positif
baik,Positif,Positif
Aplikasi super tolol kenapa ga bisa kirim Emoney lewat pesan lagi GOBLOX TOLOL APLIKASI GOBLOX,Negatif,Negatif
Apby sering eror mluuu Nyekek driver appnyamsh bnyakbampahhh,Negatif,Negatif
Bnyakin promo,Positif,Positif
Good job buat gojek,Positif,Positif
Abis d update kok malah error masak pesanan saya tidak bisa di pantau dan di driver pesananya hilang mau di cancel juga engak bisa,Negatif,Negatif
Mantap,Positif,Positif
Permisi bosku ketika sy masuk kenapa aplikasi keluar sendiri jd susah buat transaksi,Negatif,Negatif
Good aplikasi  puas kalau pakek gojek,Positif,Positif
Oce,Positif,Positif
Oke bgt,Positif,Positif
ada beberapa driver motor yg sikapnya kurang ajar dan memaki maki pelanggan trus langsung mindahin ke driver lain sebelum kita komplain hanya karena kami telat jawab chatnya semoga kedepan gojek lebih selektif dalam memilih anggota nya,Netral,Negatif
Sudah beres permasalahannya udah bisa login mantap,Positif,Positif
Luarbiasa,Positif,Positif
Sangat membantu,Positif,Positif
Apk nya suka ngeleg padahal sinyal ok,Negatif,Positif
Waw,Netral,Positif
Mantap,Positif,Positif
Tolong di sesuikan sama peraturan pemerintah tentang ganjil genap agar order di tanggal Ganap dapet driver yg genap begitupun sebaliknya kasian driver nya ,Negatif,Negatif
Sangat cepat dan mantap,Positif,Positif
Bagus,Positif,Positif
Bagus dan terpercaya,Positif,Positif
